Link,Name,Brand,Gender,Top_Notes,Mid_Notes,Base_Notes,Rating,Year,Category,Longevity,All_Notes,Notes
https://www.fragrantica.com/perfume/Maison-Martin-Margiela/Coffee-Break-55926.html,Coffee Break,Maison Martin Margiela,women and men,"Pepper, Orange Blossom, Patchouli","Lavender, Coffee, Milk, Tonka Bean, Siam Benzoin, Cypriol Oil, Nagarmotha","Vanilla, Cedar, Vetiver",4.01,2019,warm spicy,2.813,"Pepper, Orange Blossom, Patchouli, Lavender, Coffee, Milk, Tonka Bean, Siam Benzoin, Cypriol Oil, Nagarmotha, Vanilla, Cedar, Vetiver","['Pepper', 'Orange Blossom', 'Patchouli', 'Lavender', 'Coffee', 'Milk', 'Tonka Bean', 'Siam Benzoin', 'Cypriol Oil', 'Nagarmotha', 'Vanilla', 'Cedar', 'Vetiver']"
https://www.fragrantica.com/perfume/Montale/Chocolate-Greedy-2186.html,Chocolate Greedy,Montale,women and men,,,"Cacao Pod, Vanilla, Tonka Bean, Bitter Orange, Dried Fruits, Coffee",3.95,2007,warm spicy,3.84,"Cacao Pod, Vanilla, Tonka Bean, Bitter Orange, Dried Fruits, Coffee","['Cacao Pod', 'Vanilla', 'Tonka Bean', 'Bitter Orange', 'Dried Fruits', 'Coffee']"
https://www.fragrantica.com/perfume/Xerjoff/Dama-Bianca-15555.html,Dama Bianca,Xerjoff,women,"Kumquat, Lime","Violet, Italian Iris, Lilac, Egyptian Jasmine, Lily, Valley","Vanilla, Malt, White Musk, Ambrette, Musk Mallow, Sandalwood, Cedar",4.13,2012,floral,3.184,"Kumquat, Lime, Violet, Italian Iris, Lilac, Egyptian Jasmine, Lily, Valley, Vanilla, Malt, White Musk, Ambrette, Musk Mallow, Sandalwood, Cedar","['Kumquat', 'Lime', 'Violet', 'Italian Iris', 'Lilac', 'Egyptian Jasmine', 'Lily', 'Valley', 'Vanilla', 'Malt', 'White Musk', 'Ambrette', 'Musk Mallow', 'Sandalwood', 'Cedar']"
https://www.fragrantica.com/perfume/Rabanne/1-Million-Elixir-71708.html,1 Million Elixir,Rabanne,men,"Apple, Davana","Damask Rose, Cedar, Osmanthus","Vanilla Absolute, Tonka Bean, Patchouli",4.38,2022,fruity,3.868,"Apple, Davana, Damask Rose, Cedar, Osmanthus, Vanilla Absolute, Tonka Bean, Patchouli","['Apple', 'Davana', 'Damask Rose', 'Cedar', 'Osmanthus', 'Vanilla Absolute', 'Tonka Bean', 'Patchouli']"
https://www.fragrantica.com/perfume/Nishane/Hundred-Silent-Ways-37602.html,Hundred Silent Ways,Nishane,women and men,"Tuberose, Peach, Mandarin Orange","Gardenia, Jasmine, Orris","Vanilla, Sandalwood, Vetiver",4.18,2016,woody,3.719,"Tuberose, Peach, Mandarin Orange, Gardenia, Jasmine, Orris, Vanilla, Sandalwood, Vetiver","['Tuberose', 'Peach', 'Mandarin Orange', 'Gardenia', 'Jasmine', 'Orris', 'Vanilla', 'Sandalwood', 'Vetiver']"
https://www.fragrantica.com/perfume/Carolina-Herrera/Very-Good-Girl-65560.html,Very Good Girl,Carolina Herrera,women,"Litchi, Red Currant",Rose,"Vanilla, Vetiver",4.01,2021,fruity,3.329,"Litchi, Red Currant, Rose, Vanilla, Vetiver","['Litchi', 'Red Currant', 'Rose', 'Vanilla', 'Vetiver']"
https://www.fragrantica.com/perfume/Parfums-de-Marly/Percival-51037.html,Percival,Parfums de Marly,women and men,"Lavender, Mandarin Orange, Bergamot, Geranium","Hedione, Violet, Jasmine, Coriander, Cinnamon","Ambroxan, Amberwood, Musk, Balsam Fir, Clearwood",4.23,2018,woody,3.605,"Lavender, Mandarin Orange, Bergamot, Geranium, Hedione, Violet, Jasmine, Coriander, Cinnamon, Ambroxan, Amberwood, Musk, Balsam Fir, Clearwood","['Lavender', 'Mandarin Orange', 'Bergamot', 'Geranium', 'Hedione', 'Violet', 'Jasmine', 'Coriander', 'Cinnamon', 'Ambroxan', 'Amberwood', 'Musk', 'Balsam Fir', 'Clearwood']"
https://www.fragrantica.com/perfume/Prada/Luna-Rossa-Carbon-43402.html,Luna Rossa Carbon,Prada,men,"Bergamot, Pepper","Lavender, Metallic, Watery Notes, Coal, Soil Tincture","Ambroxan, Patchouli",4.31,2017,aromatic,3.359,"Bergamot, Pepper, Lavender, Metallic, Watery Notes, Coal, Soil Tincture, Ambroxan, Patchouli","['Bergamot', 'Pepper', 'Lavender', 'Metallic', 'Watery Notes', 'Coal', 'Soil Tincture', 'Ambroxan', 'Patchouli']"
https://www.fragrantica.com/perfume/Narciso-Rodriguez/Narciso-Rodriguez-For-Her-209.html,Narciso Rodriguez For Her,Narciso Rodriguez,women and men,"African Orange Flower, Osmanthus, Bergamot","Musk, Amber","Vetiver, Patchouli, Vanille",4.02,2003,musky,3.486,"African Orange Flower, Osmanthus, Bergamot, Musk, Amber, Vetiver, Patchouli, Vanille","['African Orange Flower', 'Osmanthus', 'Bergamot', 'Musk', 'Amber', 'Vetiver', 'Patchouli', 'Vanille']"
https://www.fragrantica.com/perfume/Carolina-Herrera/Bad-Boy-Cobalt-Parfum-Electrique-71888.html,Bad Boy Cobalt Parfum Electrique,Carolina Herrera,men,"Lavender, Pink Pepper","Plum, Geranium","Vetiver, Cedar, Truffle, Oak",4.31,2022,aromatic,3.27,"Lavender, Pink Pepper, Plum, Geranium, Vetiver, Cedar, Truffle, Oak","['Lavender', 'Pink Pepper', 'Plum', 'Geranium', 'Vetiver', 'Cedar', 'Truffle', 'Oak']"
https://www.fragrantica.com/perfume/Initio-Parfums-Prives/Absolute-Aphrodisiac-30989.html,Absolute Aphrodisiac,Initio Parfums Prives,women and men,,,"Vanilla, Amber, Castoreum, Leather, Musk, White Flowers",4.27,2015,musky,3.616,"Vanilla, Amber, Castoreum, Leather, Musk, White Flowers","['Vanilla', 'Amber', 'Castoreum', 'Leather', 'Musk', 'White Flowers']"
https://www.fragrantica.com/perfume/Narciso-Rodriguez/Musc-Noir-Rose-For-Her-71596.html,Musc Noir Rose For Her,Narciso Rodriguez,women,"Plum, Pink Pepper, Bergamot","Musk, Rose, Tuberose",Vanilla,4.17,2022,musky,3.124,"Plum, Pink Pepper, Bergamot, Musk, Rose, Tuberose, Vanilla","['Plum', 'Pink Pepper', 'Bergamot', 'Musk', 'Rose', 'Tuberose', 'Vanilla']"
https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Scandal-45651.html,Scandal,Jean Paul Gaultier,women,"Blood Orange, Mandarin Orange","Honey, Gardenia, Orange Blossom, Jasmine, Peach","Beeswax, Caramel, Patchouli, Licorice",3.85,2017,gourmand,3.778,"Blood Orange, Mandarin Orange, Honey, Gardenia, Orange Blossom, Jasmine, Peach, Beeswax, Caramel, Patchouli, Licorice","['Blood Orange', 'Mandarin Orange', 'Honey', 'Gardenia', 'Orange Blossom', 'Jasmine', 'Peach', 'Beeswax', 'Caramel', 'Patchouli', 'Licorice']"
https://www.fragrantica.com/perfume/Bentley/Bentley-for-Men-Intense-17666.html,Bentley for Men Intense,Bentley,women and men,"Black Pepper, Bay Leaf, Bergamot","Rum, Woody Notes, Cinnamon, Clary Sage, African Geranium","Incense, Leather, Benzoin, Cedar, Patchouli",4.11,2013,woody,3.824,"Black Pepper, Bay Leaf, Bergamot, Rum, Woody Notes, Cinnamon, Clary Sage, African Geranium, Incense, Leather, Benzoin, Cedar, Patchouli","['Black Pepper', 'Bay Leaf', 'Bergamot', 'Rum', 'Woody Notes', 'Cinnamon', 'Clary Sage', 'African Geranium', 'Incense', 'Leather', 'Benzoin', 'Cedar', 'Patchouli']"
https://www.fragrantica.com/perfume/Prada/Prada-L-Homme-Intense-45396.html,Prada L'Homme Intense,Prada,men,Iris,"Amber, Patchouli","Tonka Bean, Leather, Sandalwood",4.52,2017,woody,3.791,"Iris, Amber, Patchouli, Tonka Bean, Leather, Sandalwood","['Iris', 'Amber', 'Patchouli', 'Tonka Bean', 'Leather', 'Sandalwood']"
https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Bottled-383.html,Boss Bottled,Hugo Boss,men,"Apple, Plum, Lemon, Bergamot, Oakmoss, Geranium","Cinnamon, Mahogany, Carnation","Vanilla, Sandalwood, Cedar, Vetiver, Olive Tree",4.08,1998,woody,3.062,"Apple, Plum, Lemon, Bergamot, Oakmoss, Geranium, Cinnamon, Mahogany, Carnation, Vanilla, Sandalwood, Cedar, Vetiver, Olive Tree","['Apple', 'Plum', 'Lemon', 'Bergamot', 'Oakmoss', 'Geranium', 'Cinnamon', 'Mahogany', 'Carnation', 'Vanilla', 'Sandalwood', 'Cedar', 'Vetiver', 'Olive Tree']"
https://www.fragrantica.com/perfume/Sabrina-Carpenter/Sweet-Tooth-76824.html,Sweet Tooth,Sabrina Carpenter,women,"Marshamallow, Chocolate, Candied Ginger, Bergamot","Madagascar Vanilla, Coconut Milk, Jasmine","Whipped Cream, Sugar, Musk, Cashmere Wood",4.25,2022,gourmand,2.565,"Marshamallow, Chocolate, Candied Ginger, Bergamot, Madagascar Vanilla, Coconut Milk, Jasmine, Whipped Cream, Sugar, Musk, Cashmere Wood","['Marshamallow', 'Chocolate', 'Candied Ginger', 'Bergamot', 'Madagascar Vanilla', 'Coconut Milk', 'Jasmine', 'Whipped Cream', 'Sugar', 'Musk', 'Cashmere Wood']"
https://www.fragrantica.com/perfume/Xerjoff/Tony-Iommi-Monkey-Special-70789.html,Tony Iommi Monkey Special,Xerjoff,women and men,"Rum, Passionfruit, Bergamot, Geranium","Singapore Patchouli, Cinnamon, Leather, Bulgarian Rose","Caramel, Vanilla, Tonka Bean, Sandalwood, Labdanum, Ambergris, Musk",4.33,2021,warm spicy,4.148,"Rum, Passionfruit, Bergamot, Geranium, Singapore Patchouli, Cinnamon, Leather, Bulgarian Rose, Caramel, Vanilla, Tonka Bean, Sandalwood, Labdanum, Ambergris, Musk","['Rum', 'Passionfruit', 'Bergamot', 'Geranium', 'Singapore Patchouli', 'Cinnamon', 'Leather', 'Bulgarian Rose', 'Caramel', 'Vanilla', 'Tonka Bean', 'Sandalwood', 'Labdanum', 'Ambergris', 'Musk']"
https://www.fragrantica.com/perfume/Rabanne/Olympea-31666.html,Olympéa,Rabanne,women,"Water Jasmine, Green Mandarin, Ginger","Vanilla, Salt","Cashmere Wood, Ambergris, Sandalwood",3.85,2015,woody,3.612,"Water Jasmine, Green Mandarin, Ginger, Vanilla, Salt, Cashmere Wood, Ambergris, Sandalwood","['Water Jasmine', 'Green Mandarin', 'Ginger', 'Vanilla', 'Salt', 'Cashmere Wood', 'Ambergris', 'Sandalwood']"
https://www.fragrantica.com/perfume/Aquolina/Pink-Sugar-975.html,Pink Sugar,Aquolina,women,"Raspberry, Orange, Bergamot, Fig Leaf","Cotton Candy, Licorice, Strawberry, Red Berries, Lily, Valley","Caramel, Vanilla, Musk, Tonka Bean, Sandalwood",3.73,2004,gourmand,3.509,"Raspberry, Orange, Bergamot, Fig Leaf, Cotton Candy, Licorice, Strawberry, Red Berries, Lily, Valley, Caramel, Vanilla, Musk, Tonka Bean, Sandalwood","['Raspberry', 'Orange', 'Bergamot', 'Fig Leaf', 'Cotton Candy', 'Licorice', 'Strawberry', 'Red Berries', 'Lily', 'Valley', 'Caramel', 'Vanilla', 'Musk', 'Tonka Bean', 'Sandalwood']"
https://www.fragrantica.com/perfume/Parfums-de-Marly/Haltane-70776.html,Haltane,Parfums de Marly,men,"Clary Sage, Lavender, Bergamot","Saffron, Praline","Agarwood, Oud, Cedar",4.38,2021,aromatic,3.937,"Clary Sage, Lavender, Bergamot, Saffron, Praline, Agarwood, Oud, Cedar","['Clary Sage', 'Lavender', 'Bergamot', 'Saffron', 'Praline', 'Agarwood', 'Oud', 'Cedar']"
https://www.fragrantica.com/perfume/Dior/Dior-Homme-Cologne-2022-72062.html,Dior Homme Cologne 2022,Dior,men,Calabrian,Grapefruit,White Musk,4.53,2022,citrus,2.758,"Calabrian, Grapefruit, White Musk","['Calabrian', 'Grapefruit', 'White Musk']"
https://www.fragrantica.com/perfume/Roja-Dove/Elysium-Pour-Homme-Parfum-Cologne-46296.html,Elysium Pour Homme Parfum Cologne,Roja Dove,men,"Grapefruit, Lemon, Bergamot, Lime, Thyme, Artemisia, Galbanum","Vetiver, Juniper Berries, Black Currant, Apple, Pink Pepper, Cedar, Cypriol Oil, Nagarmotha, Lily, Valley, Rose, Jasmine","Ambergris, Leather, Vanilla, Benzoin, Labdanum",4.31,2017,citrus,3.01,"Grapefruit, Lemon, Bergamot, Lime, Thyme, Artemisia, Galbanum, Vetiver, Juniper Berries, Black Currant, Apple, Pink Pepper, Cedar, Cypriol Oil, Nagarmotha, Lily, Valley, Rose, Jasmine, Ambergris, Leather, Vanilla, Benzoin, Labdanum","['Grapefruit', 'Lemon', 'Bergamot', 'Lime', 'Thyme', 'Artemisia', 'Galbanum', 'Vetiver', 'Juniper Berries', 'Black Currant', 'Apple', 'Pink Pepper', 'Cedar', 'Cypriol Oil', 'Nagarmotha', 'Lily', 'Valley', 'Rose', 'Jasmine', 'Ambergris', 'Leather', 'Vanilla', 'Benzoin', 'Labdanum']"
https://www.fragrantica.com/perfume/Halloween/Halloween-Man-X-53215.html,Halloween Man X,Halloween,men,"Cardamom, Lavender, Lemon","Coffee, Whiskey, Cinnamon, Leather, Mineral","Tonka Bean, Amber, Incense",4.23,2019,warm spicy,3.4,"Cardamom, Lavender, Lemon, Coffee, Whiskey, Cinnamon, Leather, Mineral, Tonka Bean, Amber, Incense","['Cardamom', 'Lavender', 'Lemon', 'Coffee', 'Whiskey', 'Cinnamon', 'Leather', 'Mineral', 'Tonka Bean', 'Amber', 'Incense']"
https://www.fragrantica.com/perfume/Parfums-de-Marly/Pegasus-16938.html,Pegasus,Parfums de Marly,men,"Heliotrope, Cumin, Bergamot","Bitter Almond, Lavender, Jasmine","Vanilla, Sandalwood, Amber",4.1,2011,gourmand,3.875,"Heliotrope, Cumin, Bergamot, Bitter Almond, Lavender, Jasmine, Vanilla, Sandalwood, Amber","['Heliotrope', 'Cumin', 'Bergamot', 'Bitter Almond', 'Lavender', 'Jasmine', 'Vanilla', 'Sandalwood', 'Amber']"
https://www.fragrantica.com/perfume/Tom-Ford/Neroli-Portofino-12192.html,Neroli Portofino,Tom Ford,women and men,"Bergamot, Mandarin Orange, Lemon, Bitter Orange, Lavender, Rosemary, Myrtle","African Orange Flower, Neroli, Jasmine, Pitosporum","Amber, Angelica, Ambrette, Musk Mallow",3.94,2011,citrus,2.785,"Bergamot, Mandarin Orange, Lemon, Bitter Orange, Lavender, Rosemary, Myrtle, African Orange Flower, Neroli, Jasmine, Pitosporum, Amber, Angelica, Ambrette, Musk Mallow","['Bergamot', 'Mandarin Orange', 'Lemon', 'Bitter Orange', 'Lavender', 'Rosemary', 'Myrtle', 'African Orange Flower', 'Neroli', 'Jasmine', 'Pitosporum', 'Amber', 'Angelica', 'Ambrette', 'Musk Mallow']"
https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Mon-Paris-38914.html,Mon Paris,Yves Saint Laurent,women,"Strawberry, Raspberry, Pear, Orange, Tangerine, Calabrian, Calone","Peony, Jasmine Sambac, Chinese Jasmine, Datura, Orange Blossom","Indonesian Patchouli Leaf, Patchouli, White Musk, Vanila, Ambroxan, Moss, Cedar",3.77,2016,fruity,3.274,"Strawberry, Raspberry, Pear, Orange, Tangerine, Calabrian, Calone, Peony, Jasmine Sambac, Chinese Jasmine, Datura, Orange Blossom, Indonesian Patchouli Leaf, Patchouli, White Musk, Vanila, Ambroxan, Moss, Cedar","['Strawberry', 'Raspberry', 'Pear', 'Orange', 'Tangerine', 'Calabrian', 'Calone', 'Peony', 'Jasmine Sambac', 'Chinese Jasmine', 'Datura', 'Orange Blossom', 'Indonesian Patchouli Leaf', 'Patchouli', 'White Musk', 'Vanila', 'Ambroxan', 'Moss', 'Cedar']"
https://www.fragrantica.com/perfume/Escentric-Molecules/Molecule-01-845.html,Molecule 01,Escentric Molecules,women and men,,,Iso E Super,4,2006,woody,3.309,Iso E Super,['Iso E Super']
https://www.fragrantica.com/perfume/Orto-Parisi/Terroni-45475.html,Terroni,Orto Parisi,women and men,Raspberry,"Birch, Amber, Benzoin","Guaiac Wood, Vetiver, Cedar, Musk, Patchouli, Moss, Tonka, Vanilla",4.21,2017,woody,4.433,"Raspberry, Birch, Amber, Benzoin, Guaiac Wood, Vetiver, Cedar, Musk, Patchouli, Moss, Tonka, Vanilla","['Raspberry', 'Birch', 'Amber', 'Benzoin', 'Guaiac Wood', 'Vetiver', 'Cedar', 'Musk', 'Patchouli', 'Moss', 'Tonka', 'Vanilla']"
https://www.fragrantica.com/perfume/Louis-Vuitton/Afternoon-Swim-53947.html,Afternoon Swim,Louis Vuitton,women and men,,,"Mandarin Orange, Orange, Bergamot, Ambergris, Ginger",4.37,2019,citrus,2.865,"Mandarin Orange, Orange, Bergamot, Ambergris, Ginger","['Mandarin Orange', 'Orange', 'Bergamot', 'Ambergris', 'Ginger']"
https://www.fragrantica.com/perfume/Chanel/Chanel-No-5-Eau-de-Parfum-40069.html,Chanel No 5 Eau de Parfum,Chanel,women,"Aldehydes, Ylang, Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily, Valley","Sandalwood, Vanilla, Oakmoss, Vetiver, Patchouli",3.65,1986,woody,3.63,"Aldehydes, Ylang, Ylang, Neroli, Bergamot, Peach, Iris, Jasmine, Rose, Lily, Valley, Sandalwood, Vanilla, Oakmoss, Vetiver, Patchouli","['Aldehydes', 'Ylang', 'Ylang', 'Neroli', 'Bergamot', 'Peach', 'Iris', 'Jasmine', 'Rose', 'Lily', 'Valley', 'Sandalwood', 'Vanilla', 'Oakmoss', 'Vetiver', 'Patchouli']"
https://www.fragrantica.com/perfume/Jo-Malone-London/English-Pear-Freesia-10314.html,English Pear & Freesia,Jo Malone London,women,"Pear, Melon","Freesia, Rose","Musk, Patchouli, Rhuburb, Amber",3.82,2010,floral,2.731,"Pear, Melon, Freesia, Rose, Musk, Patchouli, Rhuburb, Amber","['Pear', 'Melon', 'Freesia', 'Rose', 'Musk', 'Patchouli', 'Rhuburb', 'Amber']"
https://www.fragrantica.com/perfume/Guerlain/Tobacco-Honey-84518.html,Tobacco Honey,Guerlain,women and men,"Honey, Cloves, Anise","Tobacco, Tonka, Vanilla, Sesame","Agarwood, Oud, Sandalwood",4.17,2023,gourmand,4.153,"Honey, Cloves, Anise, Tobacco, Tonka, Vanilla, Sesame, Agarwood, Oud, Sandalwood","['Honey', 'Cloves', 'Anise', 'Tobacco', 'Tonka', 'Vanilla', 'Sesame', 'Agarwood', 'Oud', 'Sandalwood']"
https://www.fragrantica.com/perfume/Mugler/Angel-Nova-61519.html,Angel Nova,Mugler,women,"Raspberry, Litchi",Damask Rose,"Akigalawood, Benzoin",3.86,2020,fruity,3.785,"Raspberry, Litchi, Damask Rose, Akigalawood, Benzoin","['Raspberry', 'Litchi', 'Damask Rose', 'Akigalawood', 'Benzoin']"
https://www.fragrantica.com/perfume/Calvin-Klein/Euphoria-253.html,Euphoria,Calvin Klein,women,"Pomegranate, Persimmon, Green Accord","Black Orchid, Lotus, Champaca","Mahogany, Amber, Black Violet, Whipped Cream",3.83,2005,woody,3.528,"Pomegranate, Persimmon, Green Accord, Black Orchid, Lotus, Champaca, Mahogany, Amber, Black Violet, Whipped Cream","['Pomegranate', 'Persimmon', 'Green Accord', 'Black Orchid', 'Lotus', 'Champaca', 'Mahogany', 'Amber', 'Black Violet', 'Whipped Cream']"
https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gioia-8442.html,Acqua di Gioia,Giorgio Armani,women,"Amalfi Lemon, Mint",Water Jasmine,"Virginia Cedar, Brown, French",3.9,2010,aromatic,3.093,"Amalfi Lemon, Mint, Water Jasmine, Virginia Cedar, Brown, French","['Amalfi Lemon', 'Mint', 'Water Jasmine', 'Virginia Cedar', 'Brown', 'French']"
https://www.fragrantica.com/perfume/Commodity/Milk-69191.html,Milk,Commodity,women and men,Milk,"Marshmallow, Natural Musk","Mahogany, Tonka Bean",3.88,2021,gourmand,3.325,"Milk, Marshmallow, Natural Musk, Mahogany, Tonka Bean","['Milk', 'Marshmallow', 'Natural Musk', 'Mahogany', 'Tonka Bean']"
https://www.fragrantica.com/perfume/Sol-de-Janeiro/Cheirosa-68-73990.html,Cheirosa '68,Sol de Janeiro,women,"Pitahaya, Litchi","Sea Notes, Jasmine, Hibiscus","Vanilla, Musk",3.97,2022,fruity,2.388,"Pitahaya, Litchi, Sea Notes, Jasmine, Hibiscus, Vanilla, Musk","['Pitahaya', 'Litchi', 'Sea Notes', 'Jasmine', 'Hibiscus', 'Vanilla', 'Musk']"
https://www.fragrantica.com/perfume/Prada/Prada-Candy-12426.html,Prada Candy,Prada,women,Caramel,"Powdery Notes, Musk","Benzoin, Vanilla",3.76,2011,gourmand,2.905,"Caramel, Powdery Notes, Musk, Benzoin, Vanilla","['Caramel', 'Powdery Notes', 'Musk', 'Benzoin', 'Vanilla']"
https://www.fragrantica.com/perfume/Elizabeth-Arden/Green-Tea-83.html,Green Tea,Elizabeth Arden,women,"Lemon, Bergamot, Mint, Orange Peel, Rhubarb","Jasmine, Musk, Oakmoss, Fennel, Carnation, White Amber","Green Tea, Jasmine, Musk, Oakmoss, Celery Seeds, Caraway, Cloves, Amber",3.83,1999,citrus,2.082,"Lemon, Bergamot, Mint, Orange Peel, Rhubarb, Jasmine, Musk, Oakmoss, Fennel, Carnation, White Amber, Green Tea, Jasmine, Musk, Oakmoss, Celery Seeds, Caraway, Cloves, Amber","['Lemon', 'Bergamot', 'Mint', 'Orange Peel', 'Rhubarb', 'Jasmine', 'Musk', 'Oakmoss', 'Fennel', 'Carnation', 'White Amber', 'Green Tea', 'Jasmine', 'Musk', 'Oakmoss', 'Celery Seeds', 'Caraway', 'Cloves', 'Amber']"
https://www.fragrantica.com/perfume/Le-Labo/The-Noir-29-31872.html,The Noir 29,Le Labo,women and men,"Fig, Bay Leaf, Bergamot","Cedar, Vetiver, Musk","Tobacco, Hay",4.2,2015,woody,3.577,"Fig, Bay Leaf, Bergamot, Cedar, Vetiver, Musk, Tobacco, Hay","['Fig', 'Bay Leaf', 'Bergamot', 'Cedar', 'Vetiver', 'Musk', 'Tobacco', 'Hay']"
https://www.fragrantica.com/perfume/Gucci/Flora-Gorgeous-Gardenia-68578.html,Flora Gorgeous Gardenia,Gucci,women,"Pear Blossom, Red Berries, Italian Mandarin","Gardenia, Jasmine, Frangipani","Brown, Patchouli",3.91,2021,floral,2.615,"Pear Blossom, Red Berries, Italian Mandarin, Gardenia, Jasmine, Frangipani, Brown, Patchouli","['Pear Blossom', 'Red Berries', 'Italian Mandarin', 'Gardenia', 'Jasmine', 'Frangipani', 'Brown', 'Patchouli']"
https://www.fragrantica.com/perfume/Serge-Lutens/Chergui-2762.html,Chergui,Serge Lutens,women and men,,,"Tobacco, Honey, Amber, Hay, Incense, Sandalwood, Iris, Musk, Rose",4.24,2001,gourmand,3.584,"Tobacco, Honey, Amber, Hay, Incense, Sandalwood, Iris, Musk, Rose","['Tobacco', 'Honey', 'Amber', 'Hay', 'Incense', 'Sandalwood', 'Iris', 'Musk', 'Rose']"
https://www.fragrantica.com/perfume/Yves-Saint-Laurent/La-Nuit-de-L-Homme-Bleu-Electrique-67997.html,La Nuit de L'Homme Bleu Électrique,Yves Saint Laurent,men,"Cardamom, Ginger, Bergamot","Lavender, Geranium","Cedar, Vetiver",4.56,2021,warm spicy,3.275,"Cardamom, Ginger, Bergamot, Lavender, Geranium, Cedar, Vetiver","['Cardamom', 'Ginger', 'Bergamot', 'Lavender', 'Geranium', 'Cedar', 'Vetiver']"
https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Y-Eau-de-Parfum-Intense-79243.html,Y Eau de Parfum Intense,Yves Saint Laurent,men,"Ginger, Juniper Berries, Bergamot","Sage, Lavender, Geranium","Vetiver, Patchouli, Cedar",4.14,2023,aromatic,3.499,"Ginger, Juniper Berries, Bergamot, Sage, Lavender, Geranium, Vetiver, Patchouli, Cedar","['Ginger', 'Juniper Berries', 'Bergamot', 'Sage', 'Lavender', 'Geranium', 'Vetiver', 'Patchouli', 'Cedar']"
https://www.fragrantica.com/perfume/Prada/Luna-Rossa-Ocean-68753.html,Luna Rossa Ocean,Prada,men,"Bergamot, Pink Pepper, Artemisia","Lavender, Iris, Sage, Suede, Saffron","Musk, Caramel, Haitian Vetiver, Patchouli",4.02,2021,aromatic,3.003,"Bergamot, Pink Pepper, Artemisia, Lavender, Iris, Sage, Suede, Saffron, Musk, Caramel, Haitian Vetiver, Patchouli","['Bergamot', 'Pink Pepper', 'Artemisia', 'Lavender', 'Iris', 'Sage', 'Suede', 'Saffron', 'Musk', 'Caramel', 'Haitian Vetiver', 'Patchouli']"
https://www.fragrantica.com/perfume/Sol-de-Janeiro/Cheirosa-40-67527.html,Cheirosa '40,Sol de Janeiro,women,"Plum, Black Amber, Cassis","Orchid, Jasmine","Vanilla, Woodsy Notes, Musk",4.23,2021,fruity,2.562,"Plum, Black Amber, Cassis, Orchid, Jasmine, Vanilla, Woodsy Notes, Musk","['Plum', 'Black Amber', 'Cassis', 'Orchid', 'Jasmine', 'Vanilla', 'Woodsy Notes', 'Musk']"
https://www.fragrantica.com/perfume/Afnan/Supremacy-Not-Only-Intense-68271.html,Supremacy Not Only Intense,Afnan,men,"Black Currant, Bergamot, Apple","Oakmoss, Patchouli, Lavender","Ambergris, Musk, Saffron",4.41,2021,fruity,3.962,"Black Currant, Bergamot, Apple, Oakmoss, Patchouli, Lavender, Ambergris, Musk, Saffron","['Black Currant', 'Bergamot', 'Apple', 'Oakmoss', 'Patchouli', 'Lavender', 'Ambergris', 'Musk', 'Saffron']"
https://www.fragrantica.com/perfume/Ariana-Grande/Mod-Vanilla-77799.html,Mod Vanilla,Ariana Grande,women,"Muskplum, Pink Freesia","Praline, Orris Root","Vanilla, Cacao Butter",4.23,2022,gourmand,3.053,"Muskplum, Pink Freesia, Praline, Orris Root, Vanilla, Cacao Butter","['Muskplum', 'Pink Freesia', 'Praline', 'Orris Root', 'Vanilla', 'Cacao Butter']"
https://www.fragrantica.com/perfume/Juliette-Has-A-Gun/Vanilla-Vibes-54878.html,Vanilla Vibes,Juliette Has A Gun,women and men,Salt,"Vanilla Absolute, Orchid","Tonka Bean, Musk, Sandalwood, Benzoin",3.64,2019,gourmand,3.054,"Salt, Vanilla Absolute, Orchid, Tonka Bean, Musk, Sandalwood, Benzoin","['Salt', 'Vanilla Absolute', 'Orchid', 'Tonka Bean', 'Musk', 'Sandalwood', 'Benzoin']"
https://www.fragrantica.com/perfume/Hermes/Un-Jardin-Sur-Le-Nil-18.html,Un Jardin Sur Le Nil,Hermès,women and men,"Grapefruit, Green Mango, Tomato, Carrot","Lotus, Bulrush, Orange, Hiacynth, Peony","Musk, Iris, Incense, Labdanum, Cinnamon",4.11,2005,citrus,2.895,"Grapefruit, Green Mango, Tomato, Carrot, Lotus, Bulrush, Orange, Hiacynth, Peony, Musk, Iris, Incense, Labdanum, Cinnamon","['Grapefruit', 'Green Mango', 'Tomato', 'Carrot', 'Lotus', 'Bulrush', 'Orange', 'Hiacynth', 'Peony', 'Musk', 'Iris', 'Incense', 'Labdanum', 'Cinnamon']"
